,gene_id,gene_symbol,gene_entrez,gene_desc,hos_log2FC,hos_padj,hos_rank,os17_log2FC,os17_padj,os17_rank,rank_sum,gene_rank
4891,ENSG00000133731,IMPA1,3612,inositol monophosphatase 1,0.309218644,0.014160871,4772,0.939735102,1.03E-05,3477,8249,4586
3730,ENSG00000167483,NIBAN3,199786,niban apoptosis regulator 3,-0.972813692,3.58E-08,3611,-0.907603245,0.011271319,4638,8249,4587
4463,ENSG00000101019,UQCC1,55245,ubiquinol-cytochrome c reductase complex assembly factor 1,-0.472364548,0.000344754,4344,-0.755658253,0.00023594,3907,8251,4588
3488,ENSG00000174010,KLHL15,80311,kelch like family member 15,0.576090613,7.36E-10,3369,0.318385559,0.030587876,4882,8251,4589
4554,ENSG00000129084,PSMA1,5682,proteasome 20S subunit alpha 1,0.141469918,0.000940988,4435,0.29055854,0.000139179,3819,8254,4590
4490,ENSG00000167272,POP5,51367,"POP5 homolog, ribonuclease P/MRP subunit",-0.39267432,0.00044161,4371,-1.040857981,0.000212291,3886,8257,4591
3997,ENSG00000068885,IFT80,57560,intraflagellar transport 80,-0.870169739,1.94E-06,3878,-1.355637484,0.00332229,4379,8257,4592
4791,ENSG00000023318,ERP44,23071,endoplasmic reticulum protein 44,0.142943292,0.005773839,4672,0.335306869,2.99E-05,3586,8258,4593
3992,ENSG00000103266,STUB1,10273,STIP1 homology and U-box containing protein 1,0.305264569,1.89E-06,3873,0.285963661,0.003401224,4387,8260,4594
4572,ENSG00000168273,UQCC5,440957,ubiquinol-cytochrome c reductase complex assembly factor 5,0.324193583,0.001080305,4453,0.424239349,0.000133619,3811,8264,4595
3884,ENSG00000198825,INPP5F,22876,inositol polyphosphate-5-phosphatase F,-0.468359527,3.88E-07,3765,-0.345894788,0.006178229,4500,8265,4596
3497,ENSG00000198695,ND6,4541,NADH dehydrogenase subunit 6,-1.222623569,8.37E-10,3378,-0.986691664,0.031108776,4888,8266,4597
3892,ENSG00000168781,PPIP5K1,9677,diphosphoinositol pentakisphosphate kinase 1,-0.450338443,4.11E-07,3773,-0.52426241,0.006129028,4496,8269,4598
4253,ENSG00000131351,HAUS8,93323,HAUS augmin like complex subunit 8,-1.153434992,4.19E-05,4134,-1.955314863,0.000843876,4139,8273,4599
3412,ENSG00000110723,EXPH5,23086,exophilin 5,0.986657984,1.90E-10,3293,0.925921602,0.043211909,4980,8273,4600
4854,ENSG00000183648,NDUFB1,4707,NADH:ubiquinone oxidoreductase subunit B1,-0.187753609,0.010154904,4735,-0.732133702,2.02E-05,3539,8274,4601
4414,ENSG00000096401,CDC5L,988,cell division cycle 5 like,-0.210058816,0.000232522,4295,-0.267277144,0.000357383,3979,8274,4602
4241,ENSG00000160991,ORAI2,80228,ORAI calcium release-activated calcium modulator 2,-0.237408427,3.69E-05,4122,-0.323185634,0.000904491,4152,8274,4603
3563,ENSG00000260027,HOXB7,3217,homeobox B7,-0.483731472,2.38E-09,3444,-0.276534428,0.024816298,4831,8275,4604
4756,ENSG00000149476,TKFC,26007,triokinase and FMN cyclase,-0.267254248,0.004355193,4637,-0.510727916,4.08E-05,3639,8276,4605
3699,ENSG00000184939,ZFP90,146198,ZFP90 zinc finger protein,0.335662483,2.04E-08,3580,0.360281564,0.014113819,4696,8276,4606
4406,ENSG00000204580,DDR1,780,discoidin domain receptor tyrosine kinase 1,-1.381492502,0.000221201,4287,-1.013387669,0.000377347,3990,8277,4607
4296,ENSG00000088387,DOCK9,23348,dedicator of cytokinesis 9,-0.290925577,6.78E-05,4177,-0.624780361,0.000682232,4102,8279,4608
4818,ENSG00000179240,GVQW3,100506127,GVQW motif containing 3,-0.452198576,0.007555166,4699,-2.035265989,2.91E-05,3583,8282,4609
4402,ENSG00000198258,UBL5,59286,ubiquitin like 5,-0.243358971,0.000206913,4283,-0.454491971,0.000393538,3999,8282,4610
3657,ENSG00000116885,OSCP1,127700,organic solute carrier partner 1,-1.556707522,1.16E-08,3538,-0.964813873,0.018088553,4748,8286,4611
3482,ENSG00000152242,ARK2N,147339,arkadia (RNF111) N-terminal like PKA signaling regulator 2N,0.580209396,6.75E-10,3363,0.331437234,0.035711003,4924,8287,4612
4784,ENSG00000131653,TRAF7,84231,TNF receptor associated factor 7,-0.295715372,0.005433422,4665,-0.870001083,3.70E-05,3623,8288,4613
3653,ENSG00000234857,HNRNPUL2-BSCL2,100534595,HNRNPUL2-BSCL2 readthrough (NMD candidate),-0.392691156,1.04E-08,3534,-0.34800612,0.019109035,4754,8288,4614
4312,ENSG00000143156,NME7,29922,NME/NM23 family member 7,0.337822708,7.82E-05,4193,0.342794386,0.000661107,4097,8290,4615
4943,ENSG00000148450,MSRB2,22921,methionine sulfoxide reductase B2,0.330944298,0.019384576,4824,0.563926143,9.66E-06,3467,8291,4616
4131,ENSG00000182117,NOP10,55505,NOP10 ribonucleoprotein,0.223135821,1.12E-05,4012,0.40546549,0.001876931,4281,8293,4617
3413,ENSG00000078043,PIAS2,9063,protein inhibitor of activated STAT 2,-0.741103844,1.93E-10,3294,-0.257637688,0.046596198,5000,8294,4618
4395,ENSG00000116586,LAMTOR2,28956,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",0.387070569,0.000200321,4276,0.479433518,0.000439957,4023,8299,4619
4614,ENSG00000136448,NMT1,4836,N-myristoyltransferase 1,0.11863737,0.001457619,4495,0.305443292,0.000131274,3807,8302,4620
4251,ENSG00000197037,ZSCAN25,221785,zinc finger and SCAN domain containing 25,0.313212662,4.08E-05,4132,0.366742084,0.000994279,4170,8302,4621
4806,ENSG00000088766,CRLS1,54675,cardiolipin synthase 1,0.198320241,0.006505263,4687,0.397167806,3.61E-05,3617,8304,4622
4576,ENSG00000168397,ATG4B,23192,autophagy related 4B cysteine peptidase,-0.188631466,0.001133507,4457,-0.453175028,0.000160352,3847,8304,4623
4276,ENSG00000167258,CDK12,51755,cyclin dependent kinase 12,0.17503281,5.49E-05,4157,0.276893169,0.000870022,4147,8304,4624
4059,ENSG00000135845,PIGC,5279,phosphatidylinositol glycan anchor biosynthesis class C,-0.380055749,4.50E-06,3940,-0.38251961,0.003155576,4370,8310,4625
3687,ENSG00000120137,PANK3,79646,pantothenate kinase 3,0.275330531,1.71E-08,3568,0.289037552,0.017755255,4744,8312,4626
4905,ENSG00000069869,NEDD4,4734,NEDD4 E3 ubiquitin protein ligase,0.109929591,0.015767676,4786,0.446226809,1.73E-05,3528,8314,4627
4223,ENSG00000118369,USP35,57558,ubiquitin specific peptidase 35,-0.547633068,3.23E-05,4104,-0.896938549,0.001234106,4210,8314,4628
4295,ENSG00000114686,MRPL3,11222,mitochondrial ribosomal protein L3,-0.239653938,6.76E-05,4176,-0.264778883,0.000848916,4140,8316,4629
3790,ENSG00000104969,SGTA,6449,small glutamine rich tetratricopeptide repeat co-chaperone alpha,0.182264033,1.06E-07,3671,0.225914088,0.011696353,4647,8318,4630
4242,ENSG00000099625,CBARP,255057,CACN subunit beta associated regulatory protein,0.541050891,3.70E-05,4123,0.620993977,0.001127361,4197,8320,4631
3586,ENSG00000161298,ZNF382,84911,zinc finger protein 382,0.96547298,2.82E-09,3467,0.673308865,0.026556765,4855,8322,4632
4083,ENSG00000182552,RWDD4,201965,RWD domain containing 4,0.360568566,5.89E-06,3964,0.658979331,0.003037784,4360,8324,4633
3592,ENSG00000103671,TRIP4,9325,thyroid hormone receptor interactor 4,0.378793548,2.99E-09,3473,0.332225319,0.026398466,4853,8326,4634
3507,ENSG00000174165,ZDHHC24,254359,zinc finger DHHC-type containing 24,0.365032406,9.88E-10,3388,0.208042588,0.037521308,4938,8326,4635
4211,ENSG00000167625,ZNF526,116115,zinc finger protein 526,0.327928215,3.00E-05,4092,0.329916559,0.001487994,4236,8328,4636
3516,ENSG00000070159,PTPN3,5774,protein tyrosine phosphatase non-receptor type 3,-0.666669095,1.07E-09,3397,-0.454490815,0.03699321,4934,8331,4637
4038,ENSG00000020256,ZFP64,55734,ZFP64 zinc finger protein,0.242273787,3.45E-06,3919,0.426494909,0.004031563,4416,8335,4638
4860,ENSG00000166986,MARS1,4141,methionyl-tRNA synthetase 1,0.244068729,0.010570423,4741,1.409278497,3.14E-05,3596,8337,4639
4521,ENSG00000173992,CCS,9973,copper chaperone for superoxide dismutase,-0.197317257,0.000642253,4402,-0.390611963,0.00028027,3936,8338,4640
4875,ENSG00000166311,SMPD1,6609,sphingomyelin phosphodiesterase 1,0.248843564,0.011727895,4756,0.853763277,2.93E-05,3585,8341,4641
4173,ENSG00000094631,HDAC6,10013,histone deacetylase 6,-0.360745797,1.81E-05,4054,-0.77917086,0.001986635,4287,8341,4642
5024,ENSG00000213799,ZNF845,91664,zinc finger protein 845,0.256972427,0.035360399,4905,0.573516186,7.48E-06,3437,8342,4643
4953,ENSG00000106086,PLEKHA8,84725,pleckstrin homology domain containing A8,0.193223174,0.021804763,4834,0.52300626,1.38E-05,3509,8343,4644
4409,ENSG00000205336,ADGRG1,9289,adhesion G protein-coupled receptor G1,-1.133296858,0.00022377,4290,-1.642385624,0.000545244,4053,8343,4645
3554,ENSG00000022277,RTF2,51507,replication termination factor 2,-0.259253021,2.13E-09,3435,-0.212670481,0.034308806,4913,8348,4646
4064,ENSG00000132423,COQ3,51805,"coenzyme Q3, methyltransferase",-0.749186117,4.68E-06,3945,-0.67138436,0.003807262,4406,8351,4647
4464,ENSG00000097096,SYDE2,84144,synapse defective Rho GTPase homolog 2,0.330502086,0.000345306,4345,0.653026541,0.000405758,4009,8354,4648
4305,ENSG00000101986,ABCD1,215,ATP binding cassette subfamily D member 1,0.3309699,7.29E-05,4186,0.366638511,0.001007537,4172,8358,4649
4637,ENSG00000142686,C1orf216,127703,chromosome 1 open reading frame 216,-0.337316375,0.001664499,4518,-0.932862439,0.0001559,3842,8360,4650
4716,ENSG00000092978,GPATCH2,55105,G-patch domain containing 2,0.24919168,0.003009552,4597,0.454877452,0.000100071,3765,8362,4651
4012,ENSG00000138795,LEF1,51176,lymphoid enhancer binding factor 1,1.308839159,2.45E-06,3893,0.417441931,0.005488065,4472,8365,4652
4545,ENSG00000168038,ULK4,54986,unc-51 like kinase 4,-0.533887538,0.0008412,4426,-1.070348218,0.000293018,3943,8369,4653
4468,ENSG00000185829,ARL17A,51326,ADP ribosylation factor like GTPase 17A,-0.969519323,0.000358715,4349,-1.491570702,0.000465265,4027,8376,4654
3476,ENSG00000160226,CFAP410,755,cilia and flagella associated protein 410,-0.636684594,5.79E-10,3357,-0.599495704,0.049140151,5020,8377,4655
4944,ENSG00000103494,RPGRIP1L,23322,RPGRIP1 like,-0.171484261,0.019892156,4825,-0.474365184,2.35E-05,3555,8380,4656
4378,ENSG00000188419,CHM,1121,CHM Rab escort protein,0.338419233,0.000163943,4259,0.33805803,0.000794749,4121,8380,4657
3509,ENSG00000166971,AKTIP,64400,AKT interacting protein,0.914470775,1.01E-09,3390,0.271954078,0.044772397,4990,8380,4658
4352,ENSG00000105483,CARD8,22900,caspase recruitment domain family member 8,-0.374326943,0.000131862,4233,-0.631236705,0.000901523,4150,8383,4659
4023,ENSG00000270231,NBPF8,728841,NBPF member 8,0.559064823,2.72E-06,3904,1.80092681,0.005688917,4480,8384,4660
4680,ENSG00000222011,FAM185A,222234,family with sequence similarity 185 member A,-0.628686859,0.002297185,4561,-1.437110077,0.000139803,3824,8385,4661
4535,ENSG00000135679,MDM2,4193,MDM2 proto-oncogene,0.339755164,0.000726978,4416,0.498231003,0.00033392,3970,8386,4662
4457,ENSG00000164305,CASP3,836,caspase 3,0.234724559,0.000338421,4338,0.663948102,0.000555563,4059,8397,4663
3731,ENSG00000189007,ADAT2,134637,adenosine deaminase tRNA specific 2,0.743858584,3.64E-08,3612,0.375360777,0.021089197,4785,8397,4664
4289,ENSG00000183060,LYSMD4,145748,LysM domain containing 4,-0.884420801,6.26E-05,4170,-1.087199834,0.001463761,4231,8401,4665
4199,ENSG00000153993,SEMA3D,223117,semaphorin 3D,-0.7893676,2.52E-05,4080,-1.313058084,0.002444948,4321,8401,4666
4809,ENSG00000237651,C2orf74,339804,chromosome 2 open reading frame 74,-0.302574111,0.006846155,4690,-0.629008287,6.51E-05,3714,8404,4667
4085,ENSG00000168566,SNRNP48,154007,small nuclear ribonucleoprotein U11/U12 subunit 48,-0.464853067,6.06E-06,3966,-0.566299605,0.004700726,4439,8405,4668
3835,ENSG00000170085,SIMC1,375484,SUMO interacting motifs containing 1,0.295567054,2.09E-07,3716,0.213950438,0.013812135,4689,8405,4669
3569,ENSG00000183722,LHFPL6,10186,LHFPL tetraspan subfamily member 6,-0.383334336,2.52E-09,3450,-0.242770046,0.039073447,4955,8405,4670
3579,ENSG00000140939,NOL3,8996,nucleolar protein 3,-0.989755903,2.71E-09,3460,-1.1613321,0.038798792,4953,8413,4671
4286,ENSG00000272047,GTF2H5,404672,general transcription factor IIH subunit 5,-0.427634416,6.12E-05,4167,-0.593654987,0.001586561,4247,8414,4672
3762,ENSG00000119723,COQ6,51004,"coenzyme Q6, monooxygenase",-0.46227425,7.06E-08,3643,-0.826105518,0.02030136,4772,8415,4673
5055,ENSG00000127328,RAB3IP,117177,RAB3A interacting protein,0.180186683,0.043809193,4936,0.661096795,1.06E-05,3482,8418,4674
3623,ENSG00000141873,SLC39A3,29985,solute carrier family 39 member 3,0.451984351,6.02E-09,3504,0.362653859,0.034478755,4914,8418,4675
4097,ENSG00000163697,APBB2,323,amyloid beta precursor protein binding family B member 2,0.342321979,7.71E-06,3978,0.34751173,0.004713351,4441,8419,4676
4519,ENSG00000111725,PRKAB1,5564,protein kinase AMP-activated non-catalytic subunit beta 1,1.046393218,0.000636249,4400,1.490061988,0.000437542,4022,8422,4677
3932,ENSG00000064995,TAF11,6882,TATA-box binding protein associated factor 11,-0.421436866,7.53E-07,3813,-0.310519099,0.010008228,4611,8424,4678
4091,ENSG00000001631,KRIT1,889,KRIT1 ankyrin repeat containing,-0.341364933,6.80E-06,3972,-0.614732149,0.005140862,4455,8427,4679
4336,ENSG00000080802,CNOT4,4850,CCR4-NOT transcription complex subunit 4,0.310528633,0.00011484,4217,0.443989757,0.001234573,4211,8428,4680
3996,ENSG00000088448,ANKRD10,55608,ankyrin repeat domain 10,-0.34803298,1.92E-06,3877,-0.650667746,0.00780827,4551,8428,4681
4019,ENSG00000157193,LRP8,7804,LDL receptor related protein 8,0.486115228,2.64E-06,3900,0.502718682,0.007205299,4530,8430,4682
4529,ENSG00000011451,WIZ,58525,WIZ zinc finger,0.144120982,0.000693846,4410,0.30252257,0.000437372,4021,8431,4683
4310,ENSG00000188186,LAMTOR4,389541,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",-0.364057082,7.60E-05,4191,-0.489667865,0.001548621,4244,8435,4684
4788,ENSG00000184445,KNTC1,9735,kinetochore associated 1,-0.513210174,0.005549922,4669,-1.721913596,0.000107207,3773,8442,4685
4287,ENSG00000086504,MRPL28,10573,mitochondrial ribosomal protein L28,-0.278159458,6.13E-05,4168,-0.278092316,0.001849554,4278,8446,4686
4925,ENSG00000147687,TATDN1,83940,TatD DNase domain containing 1,0.340128659,0.017891607,4806,1.157632332,4.09E-05,3642,8448,4687
4823,ENSG00000140451,PIF1,80119,PIF1 5'-to-3' DNA helicase,-0.340707935,0.008118003,4704,-0.911882045,9.08E-05,3749,8453,4688
4717,ENSG00000108039,XPNPEP1,7511,X-prolyl aminopeptidase 1,-0.171504077,0.003038982,4598,-0.277203949,0.00017236,3855,8453,4689
4639,ENSG00000126062,TMEM115,11070,transmembrane protein 115,0.159321763,0.001679713,4520,0.455728365,0.000277528,3933,8453,4690
4021,ENSG00000285053,TBCE,6905,tubulin folding cofactor E,-0.647845803,2.68E-06,3902,-0.591953174,0.00800416,4554,8456,4691
4113,ENSG00000183723,CMTM4,146223,CKLF like MARVEL transmembrane domain containing 4,-0.545980968,8.99E-06,3994,-0.330110841,0.005337946,4465,8459,4692
3746,ENSG00000101365,IDH3B,3420,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,-0.292654881,4.99E-08,3627,-0.24071797,0.02501,4832,8459,4693
4026,ENSG00000240682,ISY1,57461,ISY1 splicing factor homolog,-0.552891381,2.79E-06,3907,-0.525218277,0.00802446,4555,8462,4694
4474,ENSG00000143337,TOR1AIP1,26092,torsin 1A interacting protein 1,-0.224694014,0.000375205,4355,-0.311066352,0.000719855,4108,8463,4695
4338,ENSG00000175087,PDIK1L,149420,PDLIM1 interacting kinase 1 like,0.522525971,0.000116315,4219,0.625408854,0.001568143,4245,8464,4696
3921,ENSG00000172336,POP7,10248,"POP7 homolog, ribonuclease P/MRP subunit",0.299033727,6.59E-07,3802,0.307193872,0.012308507,4662,8464,4697
3616,ENSG00000144647,POMGNT2,84892,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",-0.61711608,5.24E-09,3497,-0.318491923,0.041108178,4969,8466,4698
4315,ENSG00000197050,ZNF420,147923,zinc finger protein 420,0.476834254,8.01E-05,4196,0.560587253,0.001818075,4274,8470,4699
4107,ENSG00000105197,TIMM50,92609,translocase of inner mitochondrial membrane 50,0.193717469,8.51E-06,3988,0.254556322,0.005791887,4485,8473,4700
3814,ENSG00000136631,VPS45,11311,vacuolar protein sorting 45 homolog,0.19833345,1.49E-07,3695,0.273437271,0.020875912,4780,8475,4701
4473,ENSG00000072786,STK10,6793,serine/threonine kinase 10,0.802841431,0.000368587,4354,1.658624678,0.000798882,4124,8478,4702
4549,ENSG00000074800,ENO1,2023,enolase 1,-0.351996205,0.000873755,4430,-0.468271698,0.000538307,4050,8480,4703
4335,ENSG00000275464,LOC102724159,102724159,periodic tryptophan protein 2 homolog,0.279852118,0.000114482,4216,0.466994655,0.001751774,4265,8481,4704
4531,ENSG00000170606,HSPA4,3308,heat shock protein family A (Hsp70) member 4,0.128995419,0.000713224,4412,0.345992245,0.000581136,4072,8484,4705
4974,ENSG00000173436,MICOS10,440574,mitochondrial contact site and cristae organizing system subunit 10,0.152159593,0.025594807,4855,0.540974019,3.87E-05,3630,8485,4706
4825,ENSG00000132563,REEP2,51308,receptor accessory protein 2,-0.433424426,0.008190789,4706,-0.821346383,0.000108691,3779,8485,4707
4268,ENSG00000249115,HAUS5,23354,HAUS augmin like complex subunit 5,-0.526078806,4.94E-05,4149,-1.008502062,0.002637141,4336,8485,4708
3837,ENSG00000123179,EBPL,84650,EBP like,-1.089075285,2.11E-07,3718,-0.827172613,0.020168938,4767,8485,4709
5039,ENSG00000161551,ZNF577,84765,zinc finger protein 577,0.538574747,0.038309474,4920,0.951213785,2.58E-05,3566,8486,4710
3956,ENSG00000251369,ZNF550,162972,zinc finger protein 550,0.672234959,1.02E-06,3837,0.588855447,0.0119113,4653,8490,4711
4595,ENSG00000247627,MTND4P12,100293090,MT-ND4 pseudogene 12,-0.881664629,0.001308206,4476,-1.548230925,0.000415798,4015,8491,4712
3662,ENSG00000148362,PAXX,286257,PAXX non-homologous end joining factor,0.508406828,1.21E-08,3543,0.303074391,0.038362607,4948,8491,4713
4050,ENSG00000106723,SPIN1,10927,spindlin 1,-0.143719582,4.07E-06,3931,-0.23743745,0.008139644,4561,8492,4714
3874,ENSG00000066583,ISOC1,51015,isochorismatase domain containing 1,0.483134524,3.41E-07,3755,0.273133631,0.017084176,4737,8492,4715
3827,ENSG00000152495,CAMK4,814,calcium/calmodulin dependent protein kinase IV,-0.608532998,1.81E-07,3708,-0.65879459,0.02103198,4784,8492,4716
4157,ENSG00000171812,COL8A2,1296,collagen type VIII alpha 2 chain,-0.729084729,1.42E-05,4038,-1.147631487,0.005241665,4459,8497,4717
4764,ENSG00000130985,UBA1,7317,ubiquitin like modifier activating enzyme 1,-0.588399027,0.004741385,4645,-0.645410806,0.000170955,3854,8499,4718
4358,ENSG00000141971,MVB12A,93343,multivesicular body subunit 12A,0.9567065,0.00014068,4239,1.036855909,0.001692744,4260,8499,4719
4143,ENSG00000187098,MITF,4286,melanocyte inducing transcription factor,-0.884604044,1.23E-05,4024,-0.665863009,0.005569879,4475,8499,4720
4369,ENSG00000120075,HOXB5,3215,homeobox B5,0.431471908,0.000151353,4250,1.80010382,0.001646354,4255,8505,4721
3601,ENSG00000165152,PGAP4,84302,post-GPI attachment to proteins GalNAc transferase 4,-0.414482462,3.52E-09,3482,-0.478827284,0.04983568,5023,8505,4722
5054,ENSG00000187954,ZFTRAF1,50626,zinc finger TRAF-type containing 1,-0.162141565,0.043779368,4935,-0.495223505,2.62E-05,3572,8507,4723
3828,ENSG00000156735,BAG4,9530,BAG cochaperone 4,0.30705329,1.82E-07,3709,0.295222139,0.022974867,4802,8511,4724
4303,ENSG00000213281,NRAS,4893,"NRAS proto-oncogene, GTPase",0.164562363,7.26E-05,4184,0.214841012,0.002561729,4329,8513,4725
4594,ENSG00000152382,TADA1,117143,transcriptional adaptor 1,-0.340439383,0.001283066,4475,-0.785073377,0.000499792,4042,8517,4726
3918,ENSG00000117640,MTFR1L,56181,mitochondrial fission regulator 1 like,-0.34373425,6.40E-07,3799,-0.379521451,0.01539549,4720,8519,4727
4257,ENSG00000198168,SVIP,258010,small VCP interacting protein,-0.682592088,4.50E-05,4138,-0.660858549,0.003360872,4383,8521,4728
4201,ENSG00000204104,TRAF3IP1,26146,TRAF3 interacting protein 1,-0.280723542,2.59E-05,4082,-0.31286358,0.004712291,4440,8522,4729
4147,ENSG00000106993,CDC37L1,55664,"cell division cycle 37 like 1, HSP90 cochaperone",0.345974958,1.24E-05,4028,0.470815906,0.006101488,4495,8523,4730
4009,ENSG00000147419,CCDC25,55246,coiled-coil domain containing 25,0.265490677,2.35E-06,3890,0.249394368,0.011102299,4636,8526,4731
4982,ENSG00000154473,BUB3,9184,BUB3 mitotic checkpoint protein,-0.099073611,0.027180244,4863,-0.292640374,4.85E-05,3667,8530,4732
4497,ENSG00000005812,FBXL3,26224,F-box and leucine rich repeat protein 3,0.536361703,0.000467164,4378,0.903933817,0.000935347,4157,8535,4733
4715,ENSG00000177839,PCDHB9,56127,protocadherin beta 9,-0.973317415,0.003001426,4596,-0.880628558,0.000290045,3941,8537,4734
4670,ENSG00000115233,PSMD14,10213,"proteasome 26S subunit, non-ATPase 14",0.170347633,0.002123069,4551,0.313228653,0.000375214,3988,8539,4735
3906,ENSG00000135503,ACVR1B,91,activin A receptor type 1B,0.36582411,5.47E-07,3787,0.261384077,0.019259832,4756,8543,4736
4166,ENSG00000205268,PDE7A,5150,phosphodiesterase 7A,-0.441353058,1.66E-05,4047,-0.45205083,0.006130075,4497,8544,4737
4914,ENSG00000154122,ANKH,56172,ANKH inorganic pyrophosphate transport regulator,-0.286828252,0.016679818,4795,-0.510987249,9.39E-05,3754,8549,4738
4732,ENSG00000136144,RCBTB1,55213,RCC1 and BTB domain containing protein 1,-0.201635883,0.003538568,4613,-0.568634118,0.000284801,3938,8551,4739
3671,ENSG00000168439,STIP1,10963,stress induced phosphoprotein 1,0.191211812,1.38E-08,3552,0.149679136,0.04605196,4999,8551,4740
4322,ENSG00000066827,ZFAT,57623,zinc finger and AT-hook domain containing,-0.356049178,8.84E-05,4203,-0.466086557,0.002855576,4352,8555,4741
4054,ENSG00000118276,B4GALT6,9331,"beta-1,4-galactosyltransferase 6",-0.837343629,4.31E-06,3935,-0.915320053,0.010609579,4624,8559,4742
4779,ENSG00000146676,PURB,5814,purine rich element binding protein B,-0.197058137,0.005197401,4660,-0.307170928,0.00023078,3902,8562,4743
4207,ENSG00000120265,PCMT1,5110,protein-L-isoaspartate (D-aspartate) O-methyltransferase,-0.396516178,2.83E-05,4088,-0.645147676,0.005532593,4474,8562,4744
4903,ENSG00000177283,FZD8,8325,frizzled class receptor 8,0.445803379,0.015724308,4784,0.63262416,0.000109239,3780,8564,4745
4248,ENSG00000180104,EXOC3,11336,exocyst complex component 3,-0.150028303,3.98E-05,4129,-0.30514649,0.004733327,4443,8572,4746
4878,ENSG00000185090,MANEAL,149175,mannosidase endo-alpha like,-0.354045681,0.012019434,4759,-0.600917418,0.000139179,3820,8579,4747
3698,ENSG00000186352,ANKRD37,353322,ankyrin repeat domain 37,-1.349552091,2.02E-08,3579,-0.725552154,0.046856558,5002,8581,4748
4646,ENSG00000188021,UBQLN2,29978,ubiquilin 2,0.207479113,0.001755012,4527,0.329564191,0.000550013,4055,8582,4749
3875,ENSG00000017260,ATP2C1,27032,ATPase secretory pathway Ca2+ transporting 1,-0.254352995,3.49E-07,3756,-0.147524647,0.024694795,4828,8584,4750
4311,ENSG00000119042,SATB2,23314,SATB homeobox 2,0.275042296,7.65E-05,4192,0.38372031,0.003445426,4393,8585,4751
4777,ENSG00000189077,TMEM120A,83862,transmembrane protein 120A,-0.378838254,0.005048461,4658,-0.527293906,0.00026931,3928,8586,4752
4713,ENSG00000197062,ZSCAN26,7741,zinc finger and SCAN domain containing 26,0.486987192,0.002941122,4594,0.756264135,0.000378957,3992,8586,4753
4607,ENSG00000155893,PXYLP1,92370,2-phosphoxylose phosphatase 1,-0.624555809,0.001397107,4488,-0.494839973,0.000708157,4104,8592,4754
4633,ENSG00000253710,ALG11,440138,"ALG11 alpha-1,2-mannosyltransferase",0.185994431,0.001632347,4514,0.320380041,0.000613224,4082,8596,4755
4584,ENSG00000113811,SELENOK,58515,selenoprotein K,0.273136919,0.001197665,4465,0.378250176,0.000819155,4131,8596,4756
4562,ENSG00000198951,NAGA,4668,alpha-N-acetylgalactosaminidase,-0.297366099,0.001013349,4443,-0.505651594,0.000921469,4154,8597,4757
4340,ENSG00000175893,ZDHHC21,340481,zinc finger DHHC-type palmitoyltransferase 21,0.345295912,0.000120624,4221,0.70839791,0.003302906,4377,8598,4758
4631,ENSG00000135953,MFSD9,84804,major facilitator superfamily domain containing 9,0.53335459,0.001602426,4512,1.139682347,0.000624827,4088,8600,4759
4330,ENSG00000043143,JADE2,23338,jade family PHD finger 2,0.289543501,0.000100063,4211,0.73337589,0.003409188,4390,8601,4760
4759,ENSG00000131187,F12,2161,coagulation factor XII,-0.644228687,0.004423303,4640,-0.982684571,0.000324776,3963,8603,4761
4364,ENSG00000109332,UBE2D3,7323,ubiquitin conjugating enzyme E2 D3,0.130037999,0.000149628,4245,0.257240728,0.003098633,4364,8609,4762
4640,ENSG00000142082,SIRT3,23410,sirtuin 3,-0.264903807,0.001696361,4521,-0.490038043,0.000632901,4091,8612,4763
4360,ENSG00000043514,TRIT1,54802,tRNA isopentenyltransferase 1,-0.290764078,0.000143707,4241,-0.292430478,0.003198668,4372,8613,4764
3832,ENSG00000113552,GNPDA1,10007,glucosamine-6-phosphate deaminase 1,1.107506293,2.01E-07,3713,0.958259793,0.032711822,4900,8613,4765
3922,ENSG00000143816,WNT9A,7483,Wnt family member 9A,-0.904839834,6.64E-07,3803,-0.621110478,0.023658505,4811,8614,4766
4502,ENSG00000265241,RBM8A,9939,RNA binding motif protein 8A,0.157564553,0.000517419,4383,0.260911464,0.001467438,4233,8616,4767
4445,ENSG00000147804,SLC39A4,55630,solute carrier family 39 member 4,0.63127292,0.000300256,4326,1.443494589,0.002034499,4292,8618,4768
3751,ENSG00000171311,EXOSC1,51013,exosome component 1,0.418176677,5.24E-08,3632,0.306758437,0.044419339,4988,8620,4769
4363,ENSG00000161277,THAP8,199745,THAP domain containing 8,-0.586134403,0.000145657,4244,-0.783800446,0.003344861,4381,8625,4770
3926,ENSG00000169976,SF3B5,83443,splicing factor 3b subunit 5,0.31577202,6.95E-07,3807,0.259642696,0.023982748,4819,8626,4771
4366,ENSG00000013523,ANGEL1,23357,angel homolog 1,-0.477355753,0.000150145,4247,-0.361111675,0.003333514,4380,8627,4772
4329,ENSG00000197576,HOXA4,3201,homeobox A4,-0.416870787,9.83E-05,4210,-0.996452408,0.004043983,4418,8628,4773
